ENTNM,BONSA_ADDRESS,SCALE,company_kind,group,original_kind
(주)동희하이테크,광주광역시 광산구 평동로913번길 33 (월전동),중견기업,자동차용신품조향장치현가장치제조업,8,(C30391)자동차용 신품 조향장치 및 현가 장치 제조업
(주)둔포기계,충남 아산시 영인면 윤보선로 248번길1,중견기업,일반목적용기계제조업,12,(C29190)기타 일반 목적용 기계 제조업
에스케이모바일에너지(주),충청남도 서산시 성연면 성연로 207,대기업,축전지제조업,14,(C28202)축전지 제조업
(주)펜타포트개발,"충청남도 천안시 서북구 공원로 195 (불당동, 펜타포트)",중견기업,부동산개발공급업,8,(L68129)기타 부동산 개발 및 공급업
그린나래(주),충청남도 천안시 동남구 목천읍 충절로 1048-68,대기업,골프장운영업,12,(R91121)골프장 운영업
(주)아산테크노밸리,충청남도 아산시 둔포면 해위안길62번길 16,대기업,부동산개발공급업,8,(L68129)기타 부동산 개발 및 공급업
하나머티리얼즈(주),충남 천안시 서북구 3공단 3로 42,중견기업,다이오드트랜지스터유사반도체소자제조업,14,"(C26120)다이오드, 트랜지스터 및 유사 반도체소자 제조업"
(주)하늘산업개발,"충청남도 천안시 서북구 성성1길 15 (성성동), 305",중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
에스케이씨하이테크앤마케팅(주),"충청남도 천안시 서북구 성거읍 성거길 112 ((주)SKC,천흥리)",대기업,플라스틱필름제조업,1,(C22212)플라스틱 필름 제조업
와이엠씨(주),충남 아산시 둔포면 아산밸리중앙로 154-25,중견기업,디스플레이제조용기계제조업,3,(C29272)디스플레이 제조용 기계 제조업
(주)메가에셋,인천광역시 연수구 인천타워대로 241,대기업,부동산임대공급업,8,(L68100)부동산 임대 및 공급업
천안제삼사이언스컴플렉스(주),"충청남도 천안시 서북구 2공단6길 18 (차암동,제2산업단지지원시설203호)",중견기업,부동산개발공급업,8,(L68129)기타 부동산 개발 및 공급업
갤러리아포레(주),충청남도 천안시 서북구 천안대로 980-21 (두정동),중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
위아마그나파워트레인(주),충청남도 아산시 둔포면 아산밸리동로 244,대기업,자동차용신품동력전달장치제조업,14,(C30331)자동차용 신품 동력전달장치 제조업
(주)성원디앤씨,충청남도 천안시 동남구 해솔길 12 (구성동),중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
OCI스페셜티(주),충청남도 천안시 서북구 직산읍 4산단3로 15,대기업,전동기발전기제조업,14,(C28111)전동기 및 발전기 제조업
(주)농심미분,충청남도 아산시 탕정면 탕정면로 485,중견기업,곡물제분업,9,(C10612)곡물 제분업
(주)삼정이앤시,"부산광역시 부산진구 중앙대로775번길 5 (부전동, 대림빌딩)",중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
에스유머티리얼스(주),충청남도 아산시 탕정면 탕정로 380-2,대기업,일반용도료관련제품제조업,10,(C20411)일반용 도료 및 관련제품 제조업
디와이오토(주),충청남도 아산시 도고면 도고면로 48-23,중견기업,자동차용신품전기장치제조업,10,(C30332)자동차용 신품 전기장치 제조업
대보건설(주),충청남도 보령시 큰오랏1길 72 (동대동),중견기업,도로건설업,9,(F41221)도로 건설업
농업회사법인(주)한국원종,충청남도 보령시 천북면 홍보로 330-29,중견기업,양계업,17,(A01231)양계업
(주)퍼시픽글라스,충청남도 서천군 장항읍 신창서로 29,중견기업,포장용유리용기제조업,10,(C23192)포장용 유리용기 제조업
(주)수석농산,충청남도 보령시 웅천읍 잣뫼길 91,중견기업,과실채소가공저장처리업,10,(C10309)기타 과실ㆍ채소 가공 및 저장 처리업
보령엘엔지터미널(주),충청남도 보령시 오천면 오천해안로 450,대기업,연료용가스제조배관공급업,0,(D35200)연료용 가스 제조 및 배관공급업
롯데컬처웍스(주),서울특별시 송파구 올림픽로 300 (신천동) 27층,대기업,영화비디오물상영업,8,(J59140)영화 및 비디오물 상영업
한전원자력연료(주),대전광역시 유성구 대덕대로989번길 242 (덕진동),중견기업,기초무기화학물질제조업,14,(C20129)기타 기초 무기 화학물질 제조업
페더럴모굴세종(주),세종특별자치시 연동면 응암리 666-8,중견기업,자동차엔진용신품부품제조업,10,(C30310)자동차 엔진용 신품 부품 제조업
(주)지니뮤직,서울특별시 강남구 영동대로106길 17 (삼성동),대기업,자료처리호스팅포털인터넷정보매개서비스업,10,"(J63100)자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
계룡건설산업(주),대전광역시 서구 문정로48번길 48 (탄방동),중견기업,토목건설업,9,(F41200)토목 건설업
(주)대교디앤에스,경기도 이천시 설성면 설가로 602,중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
(주)에스지충방,충남 예산군 예산읍 창말로 75,중견기업,자동차신품부품제조업,12,(C30300)자동차 신품 부품 제조업
(주)에스지플래닝,서울특별시 금천구 가산디지털2로 45 (가산동),중견기업,가죽제품제조업,14,(C15190)기타 가죽제품 제조업
아세아산업개발(주),세종특별자치시 장군면 평기산양길 29-4 (평기리),중견기업,레미콘제조업,3,(C23322)레미콘 제조업
계룡산업(주),대전광역시 서구 월평중로 21 (월평동)(계룡빌딩603호),중견기업,콘크리트레미콘시멘트플라스터제품제조업,14,"(C23320)콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업"
홈플러스스토어즈(주),대전광역시 서구 둔산중로 1 (탄방동),중견기업,대형마트,12,(G47112)대형 마트
이니텍(주),"서울시 구로구 디지털로26길 61, 11층 (구로동, 에이스하이앤드2차)",대기업,시스템소프트웨어개발공급업,0,(J58221)시스템 소프트웨어 개발 및 공급업
(주)아이디스홀딩스,대전광역시 유성구 테크노3로 8-10 (관평동),중견기업,무선통신장비제조업,10,(C26429)기타 무선 통신장비 제조업
(주)그린씨에스,대전광역시 중구 중앙로 149 (은행동)한솔그린타워빌딩 10층,중견기업,콜센터텔레마케팅서비스업,12,(N75991)콜센터 및 텔레마케팅 서비스업
(주)한국인삼공사,대전광역시 대덕구 벚꽃길 71 한국인삼공사 (평촌동),대기업,인삼식품제조업,3,(C10795)인삼식품 제조업
(주)실리콘웍스,대전시 유성구 테크노2로 222(탑립동),대기업,다이오드트랜지스터유사반도체소자제조업,14,"(C26120)다이오드, 트랜지스터 및 유사 반도체소자 제조업"
(주)승진상사,대전광역시 중구 계백로 1625 (유천동),중견기업,액체연료관련제품도매업,10,(G46712)액체연료 및 관련제품 도매업
(주)케이티씨에스,대전시 서구 갈마로 160 (괴정동),대기업,데이터베이스온라인정보제공업,0,(J63991)데이터베이스 및 온라인정보 제공업
대전천변도시고속화도로(주),대전광역시 대덕구 대전로1331번길 448 (대화동),중견기업,도로관련시설운영업,7,(H52914)도로 및 관련시설 운영업
한솔이엠이(주),"경기도 성남시 분당구 분당로 55, 12층 (서현동, 분당퍼스트타워) 12층",중견기업,산업생산시설종합건설업,12,(F41225)산업생산시설 종합건설업
(주)금백건설,"대전광역시 서구 계룡로583번길 9 (탄방동), 예미지빌딩 11층",중견기업,아파트건설업,12,(F41112)아파트 건설업
(주)케이티앤지생명과학,"대전광역시 서구 청사로 160, 태산시그마빌 217호 (둔산동)",중견기업,의학약학연구개발업,0,(M70113)의학 및 약학 연구개발업
타이어뱅크(주),대전광역시 서구 유등로 641 (용문동),중견기업,자동차신품타이어튜브판매업,8,(G45211)자동차 신품 타이어 및 튜브 판매업
(주)우림건영,대전광역시 서구 둔산동 1034 8층,중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
(주)우산건설,광주광역시 광산구 사암로 209 (우산동),중견기업,아파트건설업,12,(F41112)아파트 건설업
케이.에이.티.(주),대전광역시 유성구 테크노2로 223 (탑립동),중견기업,전자코일변성기전자유도자제조업,14,"(C26294)전자코일, 변성기 및 기타 전자 유도자 제조업"
(주)엠오에스충청,"대전광역시 서구 괴정로 72 (괴정동), 6층 67-1 KT서대전지사",대기업,무선위성통신업,10,(J61220)무선 및 위성 통신업
대전열병합발전(주),대전광역시 대덕구 신일서로68번길 71 (신일동),중견기업,증기온수공기조절공급업,10,"(D35300)증기, 냉.온수 및 공기조절 공급업"
누리비엔씨(주),"대전광역시 대덕구 신탄진로 836 (신탄진동, 드림빌딩) 3층  301호",중견기업,철근철근콘크리트공사업,14,(F42132)철근 및 철근콘크리트 공사업
(주)케이오씨솔루션,대전광역시 유성구 엑스포로339번길 10-26 (문지동),중견기업,석탄화학계화합물기초유기화학물질제조업,8,(C20119)석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업
웅진에너지(주),대전시 유성구 테크노2로 37(관평동),중견기업,반도체제조업,3,(C26100)반도체 제조업
(주)화인테크,대전광역시 유성구 테크노2로 251 (탑립동),중견기업,기초무기화학물질제조업,14,(C20129)기타 기초 무기 화학물질 제조업
(주)케이티서비스남부,"대전광역시 서구 갈마로 160 (괴정동, KT인재개발원)",대기업,정보서비스업,2,(J63999)그 외 기타 정보 서비스업
에이케이앤엠엔바이오팜(주),울산광역시 남구 상개로 81 (상개동),중견기업,식용정제유가공유제조업,14,(C10403)식용 정제유 및 가공유 제조업
대전교육사랑(주),대전광역시 서구 문정로48번길 12 (탄방동),중견기업,부동산임대업,12,(L68119)기타 부동산 임대업
(주)케이더블유뉴클리어콤포넌트,대전광역시 유성구 대덕대로989번길 242 (덕진동),중견기업,전기장비제조업,14,(C28000)전기장비 제조업
프라임에셋(주),"서울특별시 광진구 아차산로 563 (광장동), 대한제지(주사옥2층",중견기업,보험대리중개업,15,(K66202)보험 대리 및 중개업
두모전자(주),대전광역시 유성구 테크노2로 126 (용산동),중견기업,안전유리제조업,14,(C23112)안전유리 제조업
대전꿈나무(주),대전광역시 서구 문정로48번길 12 (탄방동),중견기업,건물건설업,12,(F41100)건물 건설업
서비스탑(주),대전광역시 서구 문정로 41 SK텔레콤 14층,대기업,콜센터텔레마케팅서비스업,12,(N75991)콜센터 및 텔레마케팅 서비스업
씨제이포디플렉스(주),서울특별시 종로구 삼일대로 451 (경운동),대기업,영상오디오기록물제작배급업,8,(J59000)영상ㆍ오디오 기록물 제작 및 배급업
(주)프레시원중부,대전광역시 유성구 테크노1로 6 (관평동),대기업,가공식품도매업,15,(G46329)기타 가공식품 도매업
(주)세아엔지니어링,대전광역시 대덕구 신일동로67번길 40,중견기업,기체펌프압축기제조업,8,(C29132)기체 펌프 및 압축기 제조업
(주)에스피씨팩,충청북도 청주시 흥덕구 월명로55번길 40 (송정동),중견기업,플라스틱포대봉투유사제품제조업,14,"(C22231)플라스틱 포대, 봉투 및 유사제품 제조업"
(주)대원,충북 청주시 흥덕구 직지대로435번길 15(송정동),중견기업,아파트건설업,12,(F41112)아파트 건설업
(주)한청판지,충청북도 청주시 상당구 문의면 남계길 22-66,중견기업,골판지제조업,3,(C17211)골판지 제조업
충청에너지서비스(주),충청북도 청주시 흥덕구 산단로 244 (송절동),대기업,연료용가스제조배관공급업,0,(D35200)연료용 가스 제조 및 배관공급업
(주)심텍홀딩스,충청북도 청주시 흥덕구 산단로 73 (송정동),중견기업,지주회사,16,(K64992)지주회사
(주)우진,충청북도 괴산군 사리면 사리로 95,중견기업,지주회사,16,(K64992)지주회사
롯데네슬레코리아(주),충청북도 청주시 흥덕구 백봉로72번길 21,대기업,커피가공업,9,(C10791)커피 가공업
(주)정식품,충청북도 청주시 흥덕구 산단로 124 (송정동),중견기업,식물성유지제조업,8,(C10402)식물성 유지 제조업
현대스틸산업(주),"충청남도 천안시 서북구 성거읍 천흥8길 18-9 (천흥리, 현대스틸산업주식회사)",대기업,철골관련구조물공사업,8,(F42131)철골 및 관련 구조물 공사업
그린케미칼(주),충남 서산시 대산읍 독곶2로 103,중견기업,계면활성제제조업,14,(C20421)계면활성제 제조업
한화토탈(주),충청남도 서산시 대산읍 독곶2로 103,대기업,석유화학계기초화학물질제조업,14,(C20111)석유화학계 기초 화학물질 제조업
농업회사법인(주)현대서산농장,충청남도 서산시 부석면 천수만로 533,대기업,곡물식량작물재배업,0,(A01110)곡물 및 기타 식량작물 재배업
현대파텍스(주),충청남도 서산시 지곡면 무장길 29,대기업,자동차차체용신품부품제조업,10,(C30320)자동차 차체용 신품 부품 제조업
롯데엠시시(주),충청남도 서산시 대산읍 독곶1로 82,대기업,석유화학계기초화학물질제조업,14,(C20111)석유화학계 기초 화학물질 제조업
(주)서산테크노밸리,충청남도 서산시 성연면 성연3로 240-72,대기업,부동산개발공급업,8,(L68129)기타 부동산 개발 및 공급업
현대도시개발(주),충청남도 태안군 태안읍 군청2길 17,대기업,부동산개발공급업,8,(L68129)기타 부동산 개발 및 공급업
태안솔라팜(주),충청남도 태안군 태안읍 동백로 267(동문리),대기업,발전업,4,(D35119)기타 발전업
(주)경산,"경기도 안양시 동안구 학의로 282, 금강펜테리움IT타워 A동 18층 (관양동)",중견기업,화학물질화학제품도매업,14,(G46739)기타 화학물질 및 화학제품 도매업
현대코스모(주),충청남도 서산시 대산읍 평신2로 182,대기업,석유화학계기초화학물질제조업,14,(C20111)석유화학계 기초 화학물질 제조업
서산이산업단지개발(주),충청남도 서산시 지곡면 화천리 산 180,중견기업,부동산개발공급업,8,(L68120)부동산 개발 및 공급업
미원이오디(주),충청남도 서산시 대산읍 죽엽로 373(대죽리),중견기업,계면활성제제조업,14,(C20431)계면활성제 제조업
현대쉘베이스오일(주),충청남도 서산시 대산읍 평신2로 182,대기업,윤활유그리스제조업,3,(C19221)윤활유 및 그리스 제조업
대산컴플렉스개발(주),충청남도 서산시 대죽읍 대죽2로 35,대기업,부동산개발공급업,8,(L68129)기타 부동산 개발 및 공급업
현대위아터보(주),충청남도 서산시 지곡면 무장산업로 29-71,대기업,자동차엔진용신품부품제조업,10,(C30310)자동차 엔진용 신품 부품 제조업
현대케미칼(주),충청남도 서산시 대산읍 평신2로 182,대기업,원유정제처리업,10,(C19210)원유 정제처리업
(주)퍼시픽패키지,충청남도 천안시 동남구 동면 충절로 2294-35,중견기업,오프셋인쇄업,3,(C18113)오프셋 인쇄업
(주)산과들에프앤씨,충청북도 청주시 청원구 북이면 내둔길 27(내둔리),대기업,육류가공저장처리업,10,(C10120)육류 가공 및 저장 처리업
에스씨지디스플레이(주),충청북도 청주시 청원구 오창읍 연구단지로 232,중견기업,이동전화기제조업,3,(C26422)이동전화기 제조업
신영중부개발(주),충북 청주시 청원구 내수읍 도원세교로 59-36,중견기업,아파트건설업,12,(F41112)아파트 건설업
한화솔라파워(주),"서울특별시 중구 세종대로 92 (태평로2가, 한화금융센터태평로) 17층",대기업,전기업,9,(D35100)전기업
에이치디씨현대산업개발(주),서울시 용산구 한강대로23길 55 현대아이파크몰 9층,중견기업,건물건설업,12,(F41100)건물 건설업
현대오씨아이(주),충청남도 서산시 대산읍 평신2로 182 (대죽리),대기업,기초무기화학물질제조업,14,(C20129)기타 기초 무기 화학물질 제조업
(주)경신전선,충청남도 천안시 서북구 입장면 연곡길 567,중견기업,절연선케이블제조업,14,(C28302)기타 절연선 및 케이블 제조업
롯데쇼핑타운대구(주),"대구광역시 동구 동대구로 495 (신천동), 405호",대기업,비주거용건물개발공급업,7,(L68122)비주거용 건물 개발 및 공급업
농업회사법인농협식품(주),"서울특별시 마포구 신촌로 66 (노고산동, 농협중앙회) 4층 농협식품",대기업,가공식품도매업,15,(G46329)기타 가공식품 도매업
(주)경기용인테크노밸리,"경기도 용인시 처인구 명지로81, 202호(역북동, 용인상공회의소)",대기업,부동산개발공급업,8,(L68129)기타 부동산 개발 및 공급업
지멘스헬스케어(주),"서울특별시 서대문구 충정로 23 (충정로3가), 풍산빌딩",중견기업,의료기기도매업,15,(G46592)의료기기 도매업
(주)보라개발,경기도 용인시 수지구 광교중앙로 302 (상현동)804호,중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
한국카카오은행(주),"경기도 성남시 분당구 판교역로 231, H스퀘어 S동 5층",대기업,국내은행,18,(K64121)국내은행
(주)레이크파크에이치,경기도 용인시 수지구 광교중앙로 308 (상현동) 에스타워 503호,대기업,비주거용건물개발공급업,7,(L68122)비주거용 건물 개발 및 공급업
한국썸벧(주),"전라북도 익산시 선화로 470-15 (신흥동, 한국썸벧(주))",대기업,동물용의약품제조업,10,(C21230)동물용 의약품 제조업
스무디킹코리아(주),서울특별시 성동구 아차산로5길 7 7층,대기업,커피전문점,8,(I56221)커피 전문점
한화정밀기계(주),경상남도 창원시 성산구 창원대로 1204,대기업,전자부품컴퓨터영상음향통신장비제조업,10,"(C26000)전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)창원아티움씨티,"경상남도 창원시 의창구 창이대로15번길 24, 301호(팔용동, 서주빌딩)",중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
태전약품판매(주),전라북도 전주시 덕진구 상리1길 14 (팔복동2가),중견기업,의약품의료용품화장품도매업,8,"(G46440)의약품, 의료용품 및 화장품 도매업"
(주)한농화성,전북 군산시 외항1길 24,중견기업,계면활성제제조업,14,(C20421)계면활성제 제조업
(주)동우팜투테이블,전북 군산시 서수면 동군산로 1095,중견기업,,10,(C10111)육류 도축업(가금류 제외)
군장에너지(주),전라북도 군산시 임해로 333,대기업,발전업,4,(D35110)발전업
나투라개발(주),전라북도 군산시 외항로 831 (소룡동),중견기업,선박구성부분품제조업,10,(C31114)선박 구성 부분품 제조업
타타대우상용차(주),"전라북도 군산시 동장산로 172 (소룡동, 타타대우상용차(주))",중견기업,화물자동차특수목적용자동차제조업,12,(C30122)화물자동차 및 특수목적용 자동차 제조업
쌍용기초소재(주),전라북도 군산시 임해로 355,중견기업,시멘트제조업,4,(C23311)시멘트 제조업
이스타항공(주),전라북도 군산시 옥서면 산동길 2(군산공항청사1층),중견기업,항공여객운송업,12,(H51100)항공 여객 운송업
하이호경금속(주),"전라북도 군산시 새만금북로 133 (오식도동), 하이호경금속(주",중견기업,알루미늄제련정련합금제조업,14,"(C24212)알루미늄 제련, 정련 및 합금 제조업"
석도국제훼리(주),전라북도 군산시 임해로 378-14(소룡동),중견기업,외항여객운송업,10,(H50111)외항 여객 운송업
삼양이노켐(주),전라북도 군산시 자유로 482 (오식도동),중견기업,석탄화학계화합물기초유기화학물질제조업,8,(C20119)석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업
에스지개발(주),전라북도 군산시 임해로 297 (소룡동),대기업,부동산임대업,12,(L68110)부동산 임대업
OCI SE(주),전라북도 군산시 새만금산단3로 213(오식도동),대기업,증기온수공기조절공급업,10,"(D35300)증기, 냉.온수 및 공기조절 공급업"
에스엠지에너지(주),전라북도 군산시 임해로 297 (소룡동),대기업,화력발전업,10,(D35113)화력 발전업
(주)신일,"전라북도 전주시 완산구 홍산로 275, 501(효자동2가, 춘광빌딩)",중견기업,아파트건설업,12,(F41112)아파트 건설업
아데카코리아(주),전라북도 완주군 봉동읍 완주산단2로 70 (용암리),중견기업,바이오연료혼합물제조업,3,(C20495)바이오 연료 및 혼합물 제조업
(주)티에스피에스,전라북도 완주군 봉동읍 완주산단5로 248,중견기업,다이오드트랜지스터유사반도체소자제조업,14,"(C26120)다이오드, 트랜지스터 및 유사 반도체소자 제조업"
전주문화방송(주),전라북도 전주시 완산구 선너머1길 50 (중화산동2가),중견기업,지상파방송업,12,(J60210)지상파 방송업
(주)케이원에너지,전북 전주시 완산구 공북로 100,중견기업,액체연료관련제품도매업,10,(G46712)액체연료 및 관련제품 도매업
캐스코(주),전북 정읍시 북면 3산단 1길 24,대기업,선철주물주조업,8,(C24311)선철주물 주조업
(주)정읍솔라라이트,전라북도 전주시 완산구 용리로 43 (효자동1가),중견기업,태양력발전업,10,(D35114)태양력 발전업
(주)비지에프푸드,전라북도 완주군 봉동읍 완주산단2로 282-21,중견기업,도시락식사용조리식품제조업,8,(C10750)도시락 및 식사용 조리식품 제조업
(주)에이에스에이전주,광주광역시 서구 시청서편로 4번길 19-22,중견기업,자동차신품부품제조업,12,(C30300)자동차 신품 부품 제조업
데크항공(주),전라북도 완주군 봉동읍 과학로 961,대기업,항공기용부품제조업,3,(C31322)항공기용 부품 제조업
부흥산업개발(주),"전라북도 전주시 완산구 고사평5길 22-8 (서신동, 청운빌)(서신동 1014-12)",중견기업,부동산업,11,(L68000)부동산업
태백귀네미풍력발전(주),강원도 태백시 태붐로 6 (황지동) 5층,대기업,태양력발전업,10,(D35114)태양력 발전업
일진복합소재(주),전라북도 완주군 봉동읍 완주산단5로 97-46,중견기업,자동차용신품조향장치현가장치제조업,8,(C30391)자동차용 신품 조향장치 및 현가 장치 제조업
하이트진로에탄올(주),전라북도 익산시 중앙로 150,중견기업,주정제조업,3,(C11121)주정 제조업
일진머티리얼즈(주),전북 익산시 석암로3길 63-25,중견기업,전자부품제조업,3,(C26290)기타 전자부품 제조업
(주)제일건설,전라북도 익산시 익산대로 124 (중앙동2가),중견기업,아파트건설업,12,(F41112)아파트 건설업
대호기계공업(주),전라북도 익산시 석암로3길 63-16 (팔봉동) 825번지,중견기업,자동차신품부품제조업,12,(C30300)자동차 신품 부품 제조업
전북에너지서비스(주),전라북도 익산시 석암로3길 80,대기업,연료용가스제조배관공급업,0,(D35200)연료용 가스 제조 및 배관공급업
동우화인켐(주),전라북도 익산시 약촌로 132(신흥동),중견기업,석탄화학계화합물기초유기화학물질제조업,8,(C20119)석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업
(주)서연인테크,전라북도 익산시 석암로17길 137 (팔봉동),중견기업,트레일러세미트레일러제조업,8,(C30203)트레일러 및 세미트레일러 제조업
농업회사법인(주)익산,전라북도 익산시 망성면 망성로 10 (어량리)73-1,대기업,축산업,5,(A01200)축산업
(주)그린바이텍,전라북도 익산시 망성면 망성로 12,대기업,배합사료제조업,14,(C10801)배합 사료 제조업
(주)에이에스에이김제,광주광역시 서구 시청서편로 4번길 19-22,중견기업,자동차용신품조향장치현가장치제조업,8,(C30391)자동차용 신품 조향장치 및 현가 장치 제조업
(주)싱그린에프에스,전라북도 익산시 용안면 익산대로 2078,대기업,가금류가공저장처리업,10,(C10121)가금류 가공 및 저장 처리업
골드디움(주),전남 보성군 보성읍 현충로 21-3,중견기업,부동산개발공급업,8,(L68129)기타 부동산 개발 및 공급업
(주)상공에너지,"전라북도 익산시 석암로7길 29 (용제동), (주상공에너지",중견기업,전기가스증기공기조절공급업,14,"(D35000)전기, 가스, 증기 및 공기조절 공급업"
(주)쿼츠테크,"전라북도 익산시 석암로9길 59 (석암동), 쿼츠테크",대기업,위생용산업용도자기제조업,14,(C23222)위생용 및 산업용 도자기 제조업
한국인베스트먼트(주),전라북도 익산시 선화로 470-15 (신흥동),대기업,동물용의약품제조업,10,(C21230)동물용 의약품 제조업
(주)하림,전북 익산시 망성면 망성로 14,대기업,,10,(C10122)육류 포장육 및 냉동육 가공업 (가금류 제외)
오일필드(주),전라북도 전주시 완산구 장승배기로 91,중견기업,액체연료관련제품도매업,10,(G46712)액체연료 및 관련제품 도매업
농업회사법인(주)사조화인코리아,전라북도 김제시 순동산단길 216 (순동),중견기업,가금류조류사육업,8,(A01230)가금류 및 조류 사육업
티에스케이그린에너지(주),전라북도 익산시 여산면 여강로 347-16,중견기업,금속류해체선별원료재생업,7,"(E38310)금속류 해체, 선별 및 원료 재생업"
(주)하림식품,"전라북도 익산시 망성면 망성로 12 (어량리, ㈜하림식품)",대기업,천연혼합조제조미료제조업,10,(C10742)천연 및 혼합조제 조미료 제조업
(주)선운,경기도 포천시 일동면 운악청계로 1507,중견기업,골프장운영업,12,(R91121)골프장 운영업
우리손에프앤지농업회사법인(주),전라남도 나주시 반남면 장송길 73,중견기업,수산식물가공저장처리업,14,(C10220)수산식물 가공 및 저장 처리업
(주)세움,전라북도 정읍시 정신로 22-19 (하북동) 852,중견기업,자동차용신품조향장치현가장치제조업,8,(C30391)자동차용 신품 조향장치 및 현가 장치 제조업
(주)참프레,전라북도 부안군 행안면 옥여길 32-29,중견기업,,10,(C10111)육류 도축업(가금류 제외)
투썸플레이스(주),"서울특별시 중구 마른내로 34 6층 (초동, (주)케이티앤지을지로타워)",대기업,커피전문점,8,(I56221)커피 전문점
제이제이건설(주),광주 동구 천변우로339(수기동),중견기업,아파트건설업,12,(F41112)아파트 건설업
(주)한국음료,전라북도 남원시 덕과면 덕과남길 115,대기업,비알코올음료제조업,3,(C11209)기타 비알코올 음료 제조업
농업회사법인맛누리(주),전라북도 임실군 임실읍 치즈마을길 164-39,중견기업,신선식품단순가공식품도매업,8,(G46310)신선식품 및 단순 가공식품 도매업
남화토건(주),전남 화순군 화순읍 벽라1길 40,중견기업,건물건설업,12,(F41100)건물 건설업
(주)화순컨트리클럽,전라남도 화순군 도곡면 천태로 1000-151,중견기업,골프장운영업,12,(R91121)골프장 운영업
남화산업(주),전라남도 무안군 청계면 서호로 162,중견기업,골프장운영업,12,(R91121)골프장 운영업
남선석유(주),광주광역시 동구 남문로621번길 2-5 (소태동)(용산동),중견기업,액체연료관련제품도매업,10,(G46712)액체연료 및 관련제품 도매업
대신정보통신(주),"광주시 서구 상무중앙로 110 (치평동, 우체국보험광주회관)",중견기업,컴퓨터시스템통합자문구축서비스업,0,(J62021)컴퓨터시스템 통합 자문 및 구축 서비스업
다스코(주),전남 화순군 동면 동농공길 26-2,중견기업,구조용금속판제품공작물제조업,10,(C25112)구조용 금속 판제품 및 공작물 제조업
(주)우심산업개발,광주광역시 광산구 사암로 209 (우산동),중견기업,아파트건설업,12,(F41112)아파트 건설업
덕평산업개발(주),전라남도 담양군 창평면 보평길 49,중견기업,아파트건설업,12,(F41112)아파트 건설업
더프리미엄효성(주),광주광역시 서구 상무대로 881 (쌍촌동),대기업,자동차신품판매업,15,(G45110)자동차 신품 판매업
보성레저개발(주),전라남도 해남군 화원면 시아로 224,중견기업,아파트건설업,12,(F41112)아파트 건설업
(주)라데빵스,"광주광역시 동구 서석로85번길 8-12 (대의동), 4층",중견기업,아파트건설업,12,(F41112)아파트 건설업
아시아메트로월드투자개발(주),광주광역시 동구 서석로85번길 8-12 (대의동),중견기업,아파트건설업,12,(F41112)아파트 건설업
전남참교육(주),광주광역시 동구 서석로85번길 8-12 (대의동),중견기업,비주거용부동산관리업,8,(L68212)비주거용 부동산 관리업
유디엠씨(주),광주광역시 북구 용봉로 77 (용봉동),중견기업,부동산임대업,12,(L68119)기타 부동산 임대업
서남해안기업도시개발(주),"서울특별시 송파구 송파대로 558 (신천동), 7층",중견기업,부동산업,11,(L68000)부동산업
농업회사법인인백팜(주),전라남도 화순군 화순읍 산단길 40,중견기업,양계업,17,(A01231)양계업
(주)한페이시스,"광주광역시 서구 상무중앙로 110, 15층",대기업,정보기술컴퓨터운영관련서비스업,12,(J62090)기타 정보기술 및 컴퓨터운영 관련 서비스업
티에스건설(주),광주광역시 남구 중앙로 87 (서동),중견기업,아파트건설업,12,(F41112)아파트 건설업
티에스주택(주),광주광역시 남구 중앙로 87 (서동),중견기업,부동산개발공급업,8,(L68120)부동산 개발 및 공급업
골드종합건설(주),광주광역시 남구 천변좌로 398 (사동),중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
디에스종합건설(주),광주광역시 동구 독립로 218,중견기업,아파트건설업,12,(F41112)아파트 건설업
(주)세종개발산업,광주광역시 광산구 북문대로419번길 73 (신창동),중견기업,종합건설업,9,(F41000)종합 건설업
보광종합건설(주),광주광역시 남구 천변좌로 398 (사동) 골드클래스 B/D 5층,중견기업,아파트건설업,12,(F41112)아파트 건설업
(주)이지이노텍,광주광역시 남구 서오층석탑1길 7-1 (서동),중견기업,주거용건물임대업,8,(L68111)주거용 건물 임대업
(주)케이엘홀딩스,광주광역시 동구 중앙로196번길 21 (궁동),중견기업,경영컨설팅업,12,(M71531)경영 컨설팅업
